Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Year,Month,Month_Name,Quarter,Week,Day,Day_Name,Season,Anomaly,Z_Score,Cluster
4578,US-2015-121734,2015-04-11,2015-04-16,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Lewiston,Idaho,83501.0,West,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,9.584,2015,4,April,2,15,11,Saturday,Spring,Normal,-0.35298122315809505,2
4579,CA-2016-110947,2016-06-09,2016-06-15,Standard Class,AG-10765,Anthony Garverick,Home Office,United States,Hampton,Virginia,23666.0,South,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,113.1,2016,6,June,2,23,9,Thursday,Summer,Normal,-0.18778378900148956,1
4580,US-2015-150126,2015-07-27,2015-08-02,Standard Class,AS-10045,Aaron Smayling,Corporate,United States,New York City,New York,10035.0,East,OFF-PA-10002709,Office Supplies,Paper,Xerox 1956,65.78,2015,7,July,3,31,27,Monday,Summer,Normal,-0.263300062662475,1
4581,CA-2016-164427,2016-07-31,2016-08-06,Standard Class,AR-10405,Allen Rosenblatt,Corporate,United States,Hattiesburg,Mississippi,39401.0,South,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,239.7,2016,7,July,3,30,31,Sunday,Summer,Normal,0.014252564453302516,1
4582,CA-2017-120250,2017-09-19,2017-09-22,First Class,AP-10720,Anne Pryor,Home Office,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-FU-10003424,Furniture,Furnishings,Nu-Dell Oak Frame,25.632,2017,9,September,3,38,19,Tuesday,Autumn,Normal,-0.32737080135523167,1
4583,CA-2017-121993,2017-06-10,2017-06-12,First Class,JB-16000,Joy Bell-,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-LA-10003720,Office Supplies,Labels,Avery 487,23.616,2017,6,June,2,23,10,Saturday,Summer,Normal,-0.33058806271830327,1
4584,US-2017-100405,2017-08-26,2017-08-28,Second Class,TS-21430,Tom Stivers,Corporate,United States,Los Angeles,California,90045.0,West,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,8.26,2017,8,August,3,34,26,Saturday,Summer,Normal,-0.3550941467913821,2
4585,US-2018-163790,2018-11-02,2018-11-04,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,Danville,California,94526.0,West,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",76.58,2018,11,November,4,44,2,Friday,Autumn,Normal,-0.24606473393173448,2
4586,US-2018-163790,2018-11-02,2018-11-04,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,Danville,California,94526.0,West,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,8.8,2018,11,November,4,44,2,Friday,Autumn,Normal,-0.3542323803548451,2
4587,US-2018-163790,2018-11-02,2018-11-04,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,Danville,California,94526.0,West,OFF-BI-10003718,Office Supplies,Binders,GBC Therma-A-Bind 250T Electric Binding System,590.352,2018,11,November,4,44,2,Friday,Autumn,Normal,0.5738453876099356,2
4588,US-2018-163790,2018-11-02,2018-11-04,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,Danville,California,94526.0,West,OFF-FA-10004838,Office Supplies,Fasteners,"Super Bands, 12/Pack",5.58,2018,11,November,4,44,2,Friday,Autumn,Normal,-0.35937106169863997,2
4589,US-2018-163790,2018-11-02,2018-11-04,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,Danville,California,94526.0,West,FUR-FU-10002508,Furniture,Furnishings,Document Clip Frames,25.02,2018,11,November,4,44,2,Friday,Autumn,Normal,-0.32834746998330694,2
4590,US-2018-163790,2018-11-02,2018-11-04,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,Danville,California,94526.0,West,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,452.55,2018,11,November,4,44,2,Friday,Autumn,Normal,0.35393216818831436,2
4591,CA-2017-129868,2017-12-26,2017-12-31,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Los Angeles,California,90004.0,West,OFF-SU-10000952,Office Supplies,Supplies,Fiskars Home & Office Scissors,17.76,2017,12,December,4,52,26,Tuesday,Winter,Normal,-0.33993344096341593,2
4592,CA-2017-129868,2017-12-26,2017-12-31,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Los Angeles,California,90004.0,West,TEC-PH-10002275,Technology,Phones,Mitel 5320 IP Phone VoIP phone,302.384,2017,12,December,4,52,26,Tuesday,Winter,Normal,0.11428768909753784,2
4593,CA-2017-129868,2017-12-26,2017-12-31,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Los Angeles,California,90004.0,West,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",146.352,2017,12,December,4,52,26,Tuesday,Winter,Normal,-0.134718126876065,2
4594,CA-2017-129868,2017-12-26,2017-12-31,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Los Angeles,California,90004.0,West,OFF-AP-10004052,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",7.9,2017,12,December,4,52,26,Tuesday,Winter,Normal,-0.35566865774907347,2
4595,CA-2017-129868,2017-12-26,2017-12-31,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Los Angeles,California,90004.0,West,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,902.712,2017,12,December,4,52,26,Tuesday,Winter,Normal,1.0723293952334654,2
4596,CA-2017-129868,2017-12-26,2017-12-31,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Los Angeles,California,90004.0,West,OFF-AR-10001897,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,53.97,2017,12,December,4,52,26,Tuesday,Winter,Normal,-0.2821472138022941,2
4597,CA-2017-140564,2017-12-05,2017-12-10,Second Class,TC-21475,Tony Chapman,Home Office,United States,Washington,District of Columbia,20016.0,East,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",33.92,2017,12,December,4,49,5,Tuesday,Winter,Normal,-0.3141442824181596,1
4598,US-2018-169502,2018-08-28,2018-09-01,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Milwaukee,Wisconsin,53209.0,Central,OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,21.81,2018,8,August,3,35,28,Tuesday,Summer,Normal,-0.3334701926893882,1
4599,US-2018-169502,2018-08-28,2018-09-01,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Milwaukee,Wisconsin,53209.0,Central,OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,91.6,2018,8,August,3,35,28,Tuesday,Summer,Normal,-0.22209486008583418,1
4600,CA-2016-146948,2016-07-16,2016-07-20,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Baltimore,Maryland,21215.0,East,FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",150.98,2016,7,July,3,28,16,Saturday,Summer,Normal,-0.12733246934218842,1
4601,CA-2016-146948,2016-07-16,2016-07-20,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Baltimore,Maryland,21215.0,East,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",137.25,2016,7,July,3,28,16,Saturday,Summer,Normal,-0.14924367892302803,1
4602,CA-2016-146948,2016-07-16,2016-07-20,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Baltimore,Maryland,21215.0,East,OFF-FA-10001332,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",11.52,2016,7,July,3,28,16,Saturday,Summer,Normal,-0.34989163089673264,1
4603,US-2016-113327,2016-05-26,2016-05-29,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Jacksonville,North Carolina,28540.0,South,OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,18.272,2016,5,May,2,21,26,Thursday,Spring,Normal,-0.3391163587124771,1
4604,US-2016-113327,2016-05-26,2016-05-29,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Jacksonville,North Carolina,28540.0,South,OFF-PA-10003134,Office Supplies,Paper,Xerox 1937,153.728,2016,5,May,2,21,26,Thursday,Spring,Normal,-0.12294703569847774,1
4605,US-2016-113327,2016-05-26,2016-05-29,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Jacksonville,North Carolina,28540.0,South,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,12.224,2016,5,May,2,21,26,Thursday,Spring,Normal,-0.3487681428016918,1
4606,US-2016-113327,2016-05-26,2016-05-29,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Jacksonville,North Carolina,28540.0,South,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,167.944,2016,5,May,2,21,26,Thursday,Spring,Normal,-0.10026023632475484,1
4607,CA-2016-135020,2016-05-28,2016-06-02,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Rochester,New York,14609.0,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,45.99,2016,5,May,2,21,28,Saturday,Spring,Normal,-0.2948822066977857,1
4608,CA-2016-135020,2016-05-28,2016-06-02,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Rochester,New York,14609.0,East,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",535.41,2016,5,May,2,21,28,Saturday,Spring,Normal,0.4861654402836071,1
4609,CA-2016-135020,2016-05-28,2016-06-02,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Rochester,New York,14609.0,East,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",6.096,2016,5,May,2,21,28,Saturday,Spring,Normal,-0.3585475959926157,1
4610,CA-2016-135020,2016-05-28,2016-06-02,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Rochester,New York,14609.0,East,OFF-PA-10004255,Office Supplies,Paper,Xerox 219,45.36,2016,5,May,2,21,28,Saturday,Spring,Normal,-0.29588760087374555,1
4611,US-2018-141852,2018-11-09,2018-11-14,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Oceanside,California,92054.0,West,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,47.12,2018,11,November,4,45,9,Friday,Autumn,Normal,-0.2930788806361434,2
4612,CA-2017-109407,2017-01-24,2017-01-26,Second Class,HG-14965,Henry Goldwyn,Corporate,United States,Gulfport,Mississippi,39503.0,South,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,31.36,2017,1,January,1,4,24,Tuesday,Winter,Normal,-0.3182296936728537,1
4613,US-2017-165953,2017-12-31,2018-01-06,Standard Class,EP-13915,Emily Phan,Consumer,United States,Jacksonville,Florida,32216.0,South,OFF-AR-10000588,Office Supplies,Art,Newell 345,47.616,2017,12,December,4,52,31,Sunday,Winter,Normal,-0.2922873322055465,1
4614,US-2017-165953,2017-12-31,2018-01-06,Standard Class,EP-13915,Emily Phan,Consumer,United States,Jacksonville,Florida,32216.0,South,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,23.48,2017,12,December,4,52,31,Sunday,Winter,Normal,-0.3308051001912089,1
4615,CA-2017-144540,2017-09-05,2017-09-10,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Houston,Texas,77070.0,Central,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",62.79,2017,9,September,3,36,5,Tuesday,Autumn,Normal,-0.268071695338856,2
4616,CA-2017-144540,2017-09-05,2017-09-10,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Houston,Texas,77070.0,Central,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,28.44,2017,9,September,3,36,5,Tuesday,Autumn,Normal,-0.3228896158852391,2
4617,CA-2016-159863,2016-09-04,2016-09-07,Second Class,DS-13180,David Smith,Corporate,United States,Houston,Texas,77095.0,Central,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,134.376,2016,9,September,3,35,4,Sunday,Autumn,Normal,-0.15383019140193063,2
4618,CA-2016-117800,2016-09-21,2016-09-26,Standard Class,TH-21550,Tracy Hopkins,Home Office,United States,Everett,Massachusetts,2149.0,East,TEC-PH-10002415,Technology,Phones,Polycom VoiceStation 500 Conference phone,589.9,2016,9,September,3,38,21,Wednesday,Autumn,Normal,0.5731240571852787,1
4619,CA-2016-117800,2016-09-21,2016-09-26,Standard Class,TH-21550,Tracy Hopkins,Home Office,United States,Everett,Massachusetts,2149.0,East,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,542.94,2016,9,September,3,38,21,Wednesday,Autumn,Normal,0.4981822944819847,1
4620,CA-2018-145219,2018-12-24,2018-12-25,First Class,RM-19675,Robert Marley,Home Office,United States,Los Angeles,California,90049.0,West,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,2879.952,2018,12,December,4,52,24,Monday,Winter,Anomaly,4.227735078526934,0
4621,CA-2018-145219,2018-12-24,2018-12-25,First Class,RM-19675,Robert Marley,Home Office,United States,Los Angeles,California,90049.0,West,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,90.48,2018,12,December,4,52,24,Monday,Winter,Normal,-0.2238822275097628,2
4622,CA-2016-161214,2016-10-05,2016-10-08,Second Class,SF-20965,Sylvia Foulston,Corporate,United States,Wilmington,Delaware,19805.0,East,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",77.55,2016,10,October,4,40,5,Wednesday,Autumn,Normal,-0.2445167460735105,1
4623,CA-2018-147228,2018-09-09,2018-09-14,Standard Class,SO-20335,Sean O'Donnell,Consumer,United States,Columbia,Tennessee,38401.0,South,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,8.832,2018,9,September,3,36,9,Sunday,Autumn,Normal,-0.3541813127141614,1
4624,CA-2018-147228,2018-09-09,2018-09-14,Standard Class,SO-20335,Sean O'Donnell,Consumer,United States,Columbia,Tennessee,38401.0,South,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,177.536,2018,9,September,3,36,9,Sunday,Autumn,Normal,-0.08495271102982302,1
4625,CA-2018-147228,2018-09-09,2018-09-14,Standard Class,SO-20335,Sean O'Donnell,Consumer,United States,Columbia,Tennessee,38401.0,South,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,258.48,2018,9,September,3,36,9,Sunday,Autumn,Normal,0.04422288607953475,1
4626,CA-2018-147228,2018-09-09,2018-09-14,Standard Class,SO-20335,Sean O'Donnell,Consumer,United States,Columbia,Tennessee,38401.0,South,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,14.136,2018,9,September,3,36,9,Sunday,Autumn,Normal,-0.3457168512708422,1
4627,CA-2017-101336,2017-11-13,2017-11-18,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,New York City,New York,10011.0,East,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",77.55,2017,11,November,4,46,13,Monday,Autumn,Normal,-0.2445167460735105,1
4628,CA-2017-101336,2017-11-13,2017-11-18,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,New York City,New York,10011.0,East,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,24.88,2017,11,November,4,46,13,Monday,Autumn,Normal,-0.32857089091129804,1
4629,CA-2017-101336,2017-11-13,2017-11-18,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,New York City,New York,10011.0,East,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",140.75,2017,11,November,4,46,13,Monday,Autumn,Normal,-0.143658155723251,1
4630,CA-2017-101336,2017-11-13,2017-11-18,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,New York City,New York,10011.0,East,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,36.63,2017,11,November,4,46,13,Monday,Autumn,Normal,-0.3098194915977609,1
4631,US-2016-126235,2016-10-15,2016-10-15,Same Day,GA-14725,Guy Armstrong,Consumer,United States,Mount Pleasant,Michigan,48858.0,Central,FUR-FU-10000719,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",17.14,2016,10,October,4,41,15,Saturday,Autumn,Normal,-0.34092287650166214,1
4632,CA-2018-168396,2018-08-03,2018-08-08,Second Class,BD-11725,Bruce Degenhardt,Consumer,United States,San Francisco,California,94122.0,West,OFF-LA-10001297,Office Supplies,Labels,Avery 473,51.75,2018,8,August,3,31,3,Friday,Summer,Normal,-0.2856900313747241,2
4633,CA-2018-168396,2018-08-03,2018-08-08,Second Class,BD-11725,Bruce Degenhardt,Consumer,United States,San Francisco,California,94122.0,West,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",123.96,2018,8,August,3,31,3,Friday,Summer,Normal,-0.1704527084444671,2
4634,CA-2016-130456,2016-08-21,2016-08-26,Standard Class,DS-13180,David Smith,Corporate,United States,San Francisco,California,94122.0,West,FUR-BO-10003893,Furniture,Bookcases,Sauder Camden County Collection Library,586.398,2016,8,August,3,33,21,Sunday,Summer,Normal,0.567535342257959,2
4635,CA-2016-130456,2016-08-21,2016-08-26,Standard Class,DS-13180,David Smith,Corporate,United States,San Francisco,California,94122.0,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,80.98,2016,8,August,3,33,21,Sunday,Summer,Normal,-0.23904293333772902,2
4636,CA-2018-116288,2018-03-12,2018-03-17,Standard Class,BS-11380,Bill Stewart,Corporate,United States,San Francisco,California,94122.0,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94,2018,3,March,1,11,12,Monday,Spring,Normal,0.0194231630725247,2
4637,CA-2018-168228,2018-04-27,2018-04-29,First Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045.0,West,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",123.92,2018,4,April,2,17,27,Friday,Spring,Normal,-0.17051654299532168,2
4638,CA-2018-168228,2018-04-27,2018-04-29,First Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045.0,West,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,12.39,2018,4,April,2,17,27,Friday,Spring,Normal,-0.34850322941564527,2
4639,CA-2018-168228,2018-04-27,2018-04-29,First Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045.0,West,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,47.3,2018,4,April,2,17,27,Friday,Spring,Normal,-0.29279162515729773,2
4640,CA-2017-102162,2017-09-11,2017-09-16,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,Newport News,Virginia,23602.0,South,TEC-CO-10001943,Technology,Copiers,Canon PC-428 Personal Copier,1599.92,2017,9,September,3,37,11,Monday,Autumn,Anomaly,2.1849783835392214,1
4641,CA-2017-102162,2017-09-11,2017-09-16,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,Newport News,Virginia,23602.0,South,OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,11.09,2017,9,September,3,37,11,Monday,Autumn,Normal,-0.35057785231841954,1
4642,CA-2018-130141,2018-10-22,2018-10-24,Second Class,HA-14905,Helen Abelman,Consumer,United States,Fort Collins,Colorado,80525.0,West,OFF-BI-10000831,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,3.168,2018,10,October,4,43,22,Monday,Autumn,Normal,-0.363220285115172,2
4643,CA-2018-130141,2018-10-22,2018-10-24,Second Class,HA-14905,Helen Abelman,Consumer,United States,Fort Collins,Colorado,80525.0,West,FUR-CH-10000749,Furniture,Chairs,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,579.136,2018,10,October,4,43,22,Monday,Autumn,Normal,0.5559461795503072,2
4644,CA-2016-147501,2016-08-02,2016-08-06,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Seattle,Washington,98105.0,West,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,6.368,2016,8,August,3,31,2,Tuesday,Summer,Normal,-0.35811352104680444,2
4645,CA-2016-147501,2016-08-02,2016-08-06,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Seattle,Washington,98105.0,West,TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer,558.4,2016,8,August,3,31,2,Tuesday,Summer,Normal,0.5228543483872854,2
4646,CA-2017-143910,2017-08-12,2017-08-16,Standard Class,BC-11125,Becky Castell,Home Office,United States,New York City,New York,10011.0,East,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",145.764,2017,8,August,3,32,12,Saturday,Summer,Normal,-0.13565649477362754,1
4647,CA-2015-146885,2015-05-30,2015-06-05,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Richmond,Virginia,23223.0,South,OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",13.62,2015,5,May,2,22,30,Saturday,Spring,Normal,-0.34654031697686644,1
4648,CA-2017-139556,2017-04-26,2017-05-01,Standard Class,DB-13360,Dennis Bolton,Home Office,United States,New York City,New York,10009.0,East,FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,434.646,2017,4,April,2,17,26,Wednesday,Spring,Normal,0.3253598232257978,1
4649,CA-2018-129357,2018-05-14,2018-05-19,Standard Class,KB-16585,Ken Black,Corporate,United States,Seattle,Washington,98103.0,West,OFF-PA-10003228,Office Supplies,Paper,Xerox 1917,440.19,2018,5,May,2,20,14,Monday,Spring,Normal,0.3342072919742446,2
4650,CA-2018-129357,2018-05-14,2018-05-19,Standard Class,KB-16585,Ken Black,Corporate,United States,Seattle,Washington,98103.0,West,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,64.4,2018,5,May,2,20,14,Monday,Spring,Normal,-0.26550235466695854,2
4651,CA-2018-150987,2018-04-08,2018-04-12,Standard Class,AH-10120,Adrian Hane,Home Office,United States,San Francisco,California,94110.0,West,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,244.55,2018,4,April,2,14,8,Sunday,Spring,Normal,0.021992503744422152,2
4652,CA-2018-150987,2018-04-08,2018-04-12,Standard Class,AH-10120,Adrian Hane,Home Office,United States,San Francisco,California,94110.0,West,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,195.76,2018,4,April,2,14,8,Sunday,Spring,Normal,-0.05586968966046971,2
4653,CA-2018-132647,2018-02-17,2018-02-23,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Perth Amboy,New Jersey,8861.0,East,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",11.76,2018,2,February,1,7,17,Saturday,Winter,Normal,-0.3495086235916051,1
4654,CA-2018-132647,2018-02-17,2018-02-23,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Perth Amboy,New Jersey,8861.0,East,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,166.45,2018,2,February,1,7,17,Saturday,Winter,Normal,-0.10264445679917394,1
4655,CA-2018-159107,2018-06-24,2018-06-26,Second Class,KT-16480,Kean Thornton,Consumer,United States,San Francisco,California,94110.0,West,OFF-FA-10001332,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",2.88,2018,6,June,2,25,24,Sunday,Summer,Normal,-0.3636798938813251,2
4656,CA-2015-160738,2015-05-05,2015-05-10,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Freeport,Illinois,61032.0,Central,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,45.248,2015,5,May,2,19,5,Tuesday,Spring,Normal,-0.2960663376161385,2
4657,CA-2016-112130,2016-05-03,2016-05-07,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-AR-10001468,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",59.904,2016,5,May,2,18,3,Tuesday,Spring,Normal,-0.272677358183015,1
4658,CA-2016-112130,2016-05-03,2016-05-07,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",23.696,2016,5,May,2,18,3,Tuesday,Spring,Normal,-0.3304603936165941,1
4659,CA-2016-112130,2016-05-03,2016-05-07,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,7.968,2016,5,May,2,18,3,Tuesday,Spring,Normal,-0.3555601390126207,1
4660,CA-2016-112130,2016-05-03,2016-05-07,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-AP-10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",18.2,2016,5,May,2,18,3,Tuesday,Spring,Normal,-0.3392312609040154,1
4661,CA-2016-112130,2016-05-03,2016-05-07,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,TEC-AC-10001542,Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,27.552,2016,5,May,2,18,3,Tuesday,Spring,Normal,-0.32430674291421113,1
4662,CA-2016-112130,2016-05-03,2016-05-07,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",844.116,2016,5,May,2,18,3,Tuesday,Spring,Normal,0.9788181616865697,1
4663,CA-2016-112130,2016-05-03,2016-05-07,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,76.752,2016,5,May,2,18,3,Tuesday,Spring,Normal,-0.24579024536305968,1
4664,CA-2017-111409,2017-09-18,2017-09-22,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,Jacksonville,Florida,32216.0,South,OFF-LA-10002787,Office Supplies,Labels,Avery 480,3.0,2017,9,September,3,38,18,Monday,Autumn,Normal,-0.36348839022876134,1
4665,CA-2017-116232,2017-09-22,2017-09-26,Standard Class,AC-10450,Amy Cox,Consumer,United States,Pembroke Pines,Florida,33024.0,South,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,7.506,2017,9,September,3,38,22,Friday,Autumn,Normal,-0.35629742807499126,1
